id_client,date_octroi,age,sexe,situation_matrimoniale,nb_personnes_charge,niveau_education,zone_habitation,secteur_activite,anciennete_activite_mois,revenu_mensuel_fcfa,charges_mensuelles_fcfa,possede_compte_epargne,montant_epargne_fcfa,montant_credit_fcfa,duree_credit_mois,taux_interet_annuel,objet_credit,type_garantie,membre_groupe_solidaire,nb_credits_anterieurs,nb_retards_anterieurs,score_mobile_money,nb_transactions_mm_mois,distance_agence_km,agent_credit,nb_relances_recouvrement,statut_dossier,defaut_paiement
CLI-008294,2024-01-09,31,M,Celibataire,1.0,Superieur,Rurale,  Commerce,183.0,131800.0,89800.0,0,0.0,942000.0,18,19.13,Habitat,Caution solidaire,0,2,2,39.7,10,23.0,AG-022,0,Solde,0
CLI-002237,2024-05-29,43,F,Marie,5.0,Primaire,Semi-urbaine,Agriculture,85.0,54000.0,27400.0,1,41900.0,98000.0,12,16.0,Sante,Caution solidaire,1,1,0,67.8,4,1.8,AG-026,0,Solde,0
CLI-005650,2022-07-12,18,F,Marie,1.0,Primaire,Semi-urbaine,Transport,32.0,131300.0,59100.0,0,0.0,483000.0,12,26.07,Fonds de roulement,Caution solidaire,1,1,0,45.5,6,1.5,AG-010,0,Solde,0
CLI-005020,2022-05-06,38,M,Divorce,1.0,Primaire,Rurale,Services,59.0,110900.0,92700.0,0,0.0,214000.0,12,25.12,Fonds de roulement,Aucune,1,0,0,60.7,7,5.4,AG-026,0,Solde,0
CLI-008132,18/01/2024,18,F,Celibataire,0.0,Primaire,Urbaine,Agriculture,45.0,92700.0,54900.0,0,0.0,410000.0,6,23.61,Fonds de roulement,Materiel,0,1,1,56.7,27,2.9,AG-023,0,Solde,0
CLI-006412,2023-08-14,40,F,Marie,7.0,Superieur,Urbaine,Agriculture,10.0,53100.0,43200.0,0,0.0,151000.0,24,17.14,Habitat,Caution solidaire,0,2,0,47.4,11,3.1,AG-016,0,En cours,0
CLI-000938,2023-07-11,48,F,Marie,1.0,Superieur,Urbaine,Transport,110.0,208400.0,92300.0,1,18000.0,1237000.0,9,22.0,Equipement,Caution solidaire,1,6,0,50.3,14,3.7,AG-005,0,Solde,0
CLI-007176,2023-02-23,38,M,Marie,3.0,Aucun,Urbaine,Fonction publique,142.0,95600.0,51300.0,0,0.0,768000.0,9,22.63,Scolarite,Caution solidaire,1,2,0,,17,0.9,AG-019,0,En cours,0
CLI-007199,29/04/2023,31,F,Celibataire,0.0,Superieur,Urbaine,Services,106.0,225700.0,89300.0,1,44900.0,1357000.0,18,15.57,Autre,Caution solidaire,1,1,0,57.8,26,7.4,AG-022,0,En cours,0
CLI-004493,2023-01-05,40,F,Marie,1.0,Secondaire,Semi-urbaine,Commerce,106.0,164000.0,63100.0,1,9900.0,264000.0,12,25.47,Scolarite,Caution solidaire,1,0,0,49.8,3,10.9,AG-024,1,Solde,0
CLI-003716,2022-08-16,41,F,Celibataire,0.0,Primaire,Semi-urbaine,Commerce,44.0,69600.0,53400.0,0,0.0,434000.0,6,25.66,Intrants agricoles,Caution solidaire,1,0,0,56.6,5,8.1,AG-015,4,Recouvrement,1
CLI-001658,2021-01-30,19,M,Marie,,Primaire,Rurale,Commerce,74.0,29500.0,6900.0,0,0.0,240000.0,12,27.52,Fonds de roulement,Caution solidaire,0,2,1,,7,22.2,AG-007,0,Solde,0
CLI-006512,2022-09-10,34,M,Celibataire,1.0,Superieur,Semi-urbaine,Transport,146.0,118400.0,51000.0,0,,569000.0,36,24.85,Fonds de roulement,Aucune,0,1,0,47.5,9,2.3,AG-011,2,En cours,0
CLI-008431,2021-11-17,29,F,Marie,2.0,Primaire,Semi-urbaine,Transport,8.0,50000.0,19900.0,0,0.0,138000.0,3,23.26,Habitat,Aucune,1,3,2,37.7,6,10.8,AG-012,0,Solde,0
CLI-004365,2023-12-09,39,M,Marie,2.0,Secondaire,Rurale,Agriculture,73.0,32600.0,13200.0,0,0.0,270000.0,6,16.66,Scolarite,Caution solidaire,1,0,0,55.6,1,16.1,AG-004,0,En cours,0
CLI-002357,2024-11-19,51,M,Marie,3.0,Aucun,Rurale,Artisanat,69.0,,16500.0,1,53900.0,49000.0,12,26.31,Equipement,Aucune,0,2,0,41.3,11,5.8,AG-003,0,Solde,0
CLI-003381,2023-12-23,46,F,Marie,8.0,Aucun,Rurale,Agriculture,51.0,32100.0,17500.0,0,0.0,120000.0,12,27.7,Scolarite,Caution solidaire,1,0,0,,3,7.8,AG-008,1,Solde,0
CLI-005311,2023-01-07,47,F,Marie,4.0,Superieur,Rurale,Fonction publique,100.0,281600.0,98500.0,1,44500.0,638000.0,24,26.56,Fonds de roulement,Materiel,0,2,0,54.1,7,16.7,AG-005,0,En cours,0
CLI-005841,2023-08-23,24,F,Marie,2.0,Superieur,Semi-urbaine,Commerce,46.0,79800.0,28500.0,0,0.0,493000.0,12,18.08,Sante,Caution solidaire,1,1,0,,14,2.8,AG-003,1,Solde,0
CLI-001003,2023-08-24,50,F,Celibataire,0.0,,Urbaine,Services,40.0,190500.0,93600.0,0,0.0,926000.0,12,18.74,Fonds de roulement,Aucune,0,1,0,47.8,20,1.3,AG-009,0,Solde,0
CLI-005339,2024-02-24,29,F,Marie,3.0,Superieur,Urbaine,Artisanat,23.0,205100.0,165100.0,1,25900.0,1399000.0,18,22.71,Fonds de roulement,Caution solidaire,1,0,0,68.9,22,0.4,AG-002,0,En cours,0
CLI-001648,2023-10-11,49,F,Celibataire,2.0,,Rurale,Services,141.0,101400.0,29500.0,0,0.0,203000.0,24,24.56,Fonds de roulement,Caution solidaire,1,0,0,34.4,6,2.4,AG-026,0,Solde,0
CLI-000979,2021-10-12,52,M,Marie,0.0,Aucun,Rurale,Agriculture,99.0,67900.0,34700.0,0,,255000.0,18,18.69,Fonds de roulement,Materiel,0,4,0,34.0,5,38.8,AG-025,2,En cours,0
CLI-002726,2023-01-21,28,F,Divorce,1.0,Primaire,Semi-urbaine,Agriculture,,-999.0,29300.0,1,23200.0,106000.0,12,16.11,Fonds de roulement,Caution solidaire,1,1,0,58.8,6,0.3,AG-023,0,Solde,0
CLI-007235,2022-07-25,28,F,Marie,6.0,Superieur,Urbaine,Agriculture,176.0,54200.0,28000.0,0,,170000.0,12,9.9,Sante,Caution solidaire,1,2,1,31.8,19,7.5,AG-008,0,Solde,0
CLI-006966,2024-10-29,30,F,Marie,4.0,Primaire,Rurale,Agriculture,46.0,50800.0,32200.0,1,66000.0,44000.0,36,22.65,Fonds de roulement,Aucune,0,3,0,50.9,5,13.0,AG-014,0,Solde,0
CLI-002674,2022-10-01,26,F,Celibataire,0.0,Superieur,Urbaine,Agriculture,18.0,,51100.0,0,0.0,222000.0,18,23.93,Fonds de roulement,Materiel,1,3,1,57.5,14,6.2,AG-014,1,Solde,0
CLI-004204,2022-06-09,24,M,Marie,2.0,Secondaire,Urbaine,Commerce,179.0,152400.0,46800.0,0,0.0,513000.0,12,16.48,Habitat,Aucune,0,2,0,32.5,19,2.0,AG-016,0,Solde,0
CLI-007303,2024-12-23,26,F,Marie,7.0,Secondaire,Urbaine,Artisanat,63.0,,37700.0,0,,88000.0,9,15.81,Equipement,Materiel,0,1,0,72.8,25,2.3,AG-009,2,Solde,0
CLI-006849,2023-03-08,47,M,Divorce,2.0,Superieur,Urbaine,Agriculture,27.0,73200.0,43800.0,1,50600.0,304000.0,3,28.48,Intrants agricoles,Caution solidaire,1,1,0,,25,3.3,AG-024,4,Recouvrement,1
CLI-003856,2022-08-05,30,M,Celibataire,1.0,Aucun,Semi-urbaine,Services,78.0,45900.0,13700.0,0,0.0,52000.0,12,20.43,Intrants agricoles,Materiel,0,1,0,50.0,9,2.8,AG-023,0,Solde,0
CLI-006034,2022-11-29,59,F,Divorce,1.0,Secondaire,Urbaine,  Services,28.0,117200.0,24900.0,1,46500.0,588000.0,36,24.64,Habitat,Aucune,0,2,0,,22,3.8,AG-018,0,Solde,0
CLI-005510,2022-08-18,30,F,Celibataire,2.0,Superieur,Urbaine,Transport,134.0,127300.0,64400.0,0,0.0,282000.0,24,18.08,Scolarite,Aucune,0,3,1,44.8,20,8.7,AG-020,0,En cours,0
CLI-005353,2024-02-02,20,F,Divorce,2.0,Aucun,Rurale,Commerce,90.0,58800.0,23300.0,0,0.0,474000.0,9,21.79,Habitat,Hypotheque,0,0,0,,3,13.4,AG-011,3,Recouvrement,1
CLI-000352,2023-05-08,47,F,Celibataire,3.0,Primaire,Urbaine,Artisanat,34.0,99000.0,28000.0,0,0.0,456000.0,12,21.48,Fonds de roulement,Caution solidaire,1,2,0,75.6,28,1.2,AG-005,0,Solde,0
CLI-003824,2021-02-08,41,F,Marie,4.0,Aucun,Rurale,Commerce,24.0,23400.0,11000.0,1,6200.0,58000.0,6,23.29,Habitat,Aucune,0,0,0,67.3,3,26.8,AG-026,1,Solde,0
CLI-007509,2024-10-12,25,F,Marie,3.0,Secondaire,Rurale,Services,68.0,,37100.0,1,21300.0,217000.0,6,25.96,Equipement,Caution solidaire,1,1,0,,2,7.3,AG-014,0,Solde,0
CLI-002212,2024-06-30,24,F,Marie,0.0,Aucun,Semi-urbaine,Commerce,55.0,83900.0,31400.0,0,,115000.0,12,20.81,Equipement,Materiel,0,3,1,41.2,6,3.0,AG-003,0,Solde,0
CLI-004554,2023-04-02,34,F,Marie,3.0,Primaire,Semi-urbaine,Artisanat,14.0,52700.0,47200.0,0,,178000.0,3,17.58,Fonds de roulement,Aucune,0,1,0,46.5,5,2.3,AG-021,7,Recouvrement,1
CLI-003324,2021-02-21,39,F,Marie,6.0,Superieur,Urbaine,Commerce,41.0,161500.0,38200.0,1,8600.0,1026000.0,18,26.62,Intrants agricoles,Materiel,0,4,2,61.1,20,1.2,AG-017,0,Solde,0
CLI-006903,2024-03-17,40,M,Marie,6.0,Secondaire,Urbaine,Commerce,12.0,85700.0,62300.0,1,15300.0,721000.0,36,24.72,Scolarite,Materiel,0,2,0,67.0,12,1.5,AG-024,0,Solde,0
CLI-002755,2023-03-02,47,M,Celibataire,4.0,Superieur,Rurale,Commerce,8.0,51500.0,39500.0,1,6500.0,183000.0,18,18.84,Fonds de roulement,Caution solidaire,1,3,1,45.1,5,10.4,AG-019,0,Solde,0
CLI-000577,2021-05-01,49,F,Celibataire,3.0,Superieur,Urbaine,Transport,13.0,112800.0,56000.0,0,0.0,548000.0,6,24.63,Fonds de roulement,Hypotheque,0,1,0,65.5,27,1.9,AG-015,0,Solde,0
CLI-007798,2022-02-02,37,M,Marie,4.0,Primaire,Urbaine,Services,151.0,120700.0,62800.0,1,11100.0,516000.0,24,21.31,Intrants agricoles,Materiel,0,2,0,47.3,14,1.9,AG-013,0,En cours,0
CLI-003343,2023-11-03,44,M,Veuf,2.0,Secondaire,Urbaine,Artisanat,39.0,124200.0,43500.0,1,12100.0,588000.0,12,21.67,Fonds de roulement,Hypotheque,0,2,0,77.2,22,4.7,AG-012,0,Solde,0
CLI-002141,2022-03-25,41,F,Marie,1.0,Primaire,Urbaine,  Agriculture,59.0,38600.0,18600.0,1,30600.0,69000.0,9,21.89,Equipement,Aucune,0,4,1,53.5,24,17.4,AG-009,0,Solde,0
CLI-000817,2022-11-07,37,F,Marie,5.0,,Urbaine,Agriculture,115.0,98800.0,51600.0,1,60000.0,222000.0,12,17.92,Intrants agricoles,Caution solidaire,1,0,0,,19,3.8,AG-012,0,Solde,0
CLI-008407,2024-03-04,45,F,Marie,2.0,Primaire,Urbaine,Services,38.0,88200.0,16900.0,0,0.0,119000.0,9,30.22,Intrants agricoles,Materiel,0,1,0,,24,5.0,AG-016,0,Solde,0
CLI-004460,2022-10-19,38,F,Marie,2.0,Aucun,Semi-urbaine,Commerce,14.0,,36400.0,0,0.0,593000.0,9,20.08,Scolarite,Aucune,0,4,1,51.7,7,1.8,AG-004,0,En cours,0
CLI-004952,2022-03-21,48,M,Marie,4.0,Aucun,Urbaine,Services,55.0,58600.0,31600.0,0,0.0,343000.0,18,16.67,Autre,Aucune,1,0,0,53.1,14,12.3,AG-002,1,Solde,0
CLI-002918,2025-01-12,56,M,Celibataire,0.0,Aucun,Urbaine,Commerce,52.0,32100.0,21100.0,1,13000.0,132000.0,6,20.86,Equipement,Aucune,0,1,1,73.5,18,1.7,AG-023,0,Solde,0
CLI-005122,16/07/2024,55,M,Marie,3.0,Primaire,Semi-urbaine,Agriculture,86.0,30800.0,11000.0,0,0.0,221000.0,12,23.86,Intrants agricoles,Caution solidaire,0,5,1,15.4,6,3.0,AG-022,3,Contentieux,1
CLI-000143,2024-06-22,27,F,Marie,1.0,Superieur,Urbaine,Services,26.0,146400.0,90600.0,1,28700.0,468000.0,9,28.87,Scolarite,Hypotheque,0,0,0,76.8,19,5.6,AG-003,0,En cours,0
CLI-006962,2023-09-28,60,F,Marie,4.0,Secondaire,Rurale,Agriculture,27.0,41000.0,21600.0,0,0.0,96000.0,12,20.7,Equipement,Caution solidaire,1,4,1,17.1,3,0.7,AG-026,3,Contentieux,1
CLI-007627,2022-01-19,18,M,Marie,3.0,Secondaire,Urbaine,Artisanat,28.0,161000.0,83200.0,1,58400.0,376000.0,6,17.7,Autre,Materiel,1,2,0,61.5,23,2.1,AG-009,0,Solde,0
CLI-002025,08/12/2023,-1,M,Marie,3.0,Secondaire,Urbaine,Commerce,133.0,214600.0,97000.0,0,0.0,656000.0,18,14.19,Autre,Aucune,0,2,0,46.3,17,7.0,AG-024,0,En cours,0
CLI-005570,2022-09-02,44,M,Marie,6.0,Superieur,RURALE,Services,41.0,111900.0,35300.0,1,9500.0,270000.0,9,22.78,Fonds de roulement,Aucune,0,2,0,48.3,5,17.8,AG-003,1,Solde,0
CLI-002211,2022-11-11,42,F,Celibataire,1.0,Secondaire,Urbaine,Services,37.0,111800.0,30300.0,1,56500.0,502000.0,24,24.04,Habitat,Hypotheque,1,2,1,44.9,20,9.6,AG-003,0,Solde,0
CLI-000334,2021-12-29,38,M,Veuf,2.0,Primaire,Rurale,Artisanat,66.0,33200.0,17200.0,0,0.0,150000.0,24,20.86,Fonds de roulement,Aucune,0,3,1,40.5,5,19.4,AG-007,1,Solde,0
CLI-000862,2021-12-14,53,F,Marie,6.0,Secondaire,Urbaine,Services,28.0,168700.0,108000.0,1,21100.0,611000.0,12,19.49,Sante,Materiel,0,2,0,51.5,29,7.1,AG-016,1,Solde,0
CLI-006788,2024-03-04,70,F,Marie,3.0,Superieur,Urbaine,Artisanat,53.0,127800.0,25200.0,0,0.0,784000.0,12,27.02,Fonds de roulement,Hypotheque,0,1,0,,20,11.6,AG-002,0,Solde,0
CLI-004713,2023-04-30,34,F,Marie,4.0,Aucun,Rurale,Services,50.0,86200.0,33400.0,1,73900.0,538000.0,24,12.13,Fonds de roulement,Materiel,1,1,0,46.1,5,10.7,AG-025,0,En cours,0
CLI-005498,2022-10-15,31,F,Marie,2.0,Aucun,Rurale,Commerce,48.0,38800.0,20600.0,0,0.0,60000.0,12,25.18,Habitat,Aucune,0,2,0,79.1,2,10.1,AG-025,1,Solde,0
CLI-007929,2021-07-04,39,M,Veuf,0.0,Primaire,Urbaine,Services,125.0,80500.0,18700.0,1,75300.0,353000.0,3,20.96,Autre,Aucune,0,2,1,59.0,13,0.3,AG-008,1,Solde,0
CLI-007572,2021-06-15,30,M,Marie,9.0,Primaire,URBAINE,Agriculture,69.0,53200.0,20700.0,1,12500.0,182000.0,18,16.42,Intrants agricoles,Caution solidaire,1,2,0,50.0,10,4.5,AG-020,1,En cours,0
CLI-003711,2021-02-05,29,M,Celibataire,2.0,Aucun,Urbaine,Fonction publique,201.0,,244000.0,0,,2455000.0,18,23.08,Intrants agricoles,Materiel,0,0,0,75.3,28,2.7,AG-005,0,En cours,0
CLI-007595,2023-08-12,50,M,Marie,2.0,Superieur,Urbaine,Agriculture,29.0,72300.0,16000.0,0,0.0,284000.0,18,18.74,Equipement,Caution solidaire,0,2,0,,24,0.6,AG-001,0,Solde,0
CLI-005515,2023-03-09,40,F,Marie,6.0,Primaire,Semi-urbaine,Commerce,102.0,110000.0,28500.0,0,0.0,597000.0,12,20.34,Fonds de roulement,Materiel,0,1,0,,8,3.1,AG-009,0,Solde,0
CLI-003355,2023-03-20,31,M,Marie,4.0,Aucun,Semi-urbaine,Fonction publique,140.0,95400.0,45600.0,0,0.0,445000.0,12,31.7,Sante,Aucune,1,3,1,56.4,2,9999.0,AG-024,4,Contentieux,1
CLI-000571,27/02/2021,40,F,Marie,6.0,Superieur,Urbaine,Commerce,38.0,161700.0,109600.0,0,0.0,954000.0,9,25.05,Intrants agricoles,Caution solidaire,1,1,0,52.6,16,3.8,AG-024,3,Recouvrement,1
CLI-006855,2021-01-14,34,M,Marie,2.0,Aucun,Semi-urbaine,Artisanat,18.0,41300.0,18800.0,0,0.0,263000.0,36,25.96,Fonds de roulement,Aucune,0,1,0,,5,3.0,AG-006,0,Solde,0
CLI-007933,2022-12-18,23,F,Divorce,2.0,Superieur,Urbaine,Agriculture,56.0,90800.0,43000.0,0,0.0,182000.0,18,14.45,Fonds de roulement,Caution solidaire,1,1,0,85.3,25,12.8,AG-010,0,Solde,0
CLI-007133,2021-06-03,37,M,Divorce,2.0,Primaire,Rurale,Commerce,88.0,66900.0,50600.0,0,0.0,458000.0,9,21.2,Fonds de roulement,Hypotheque,0,0,0,38.9,2,3.2,AG-009,0,Solde,0
CLI-005028,2021-07-22,34,M,Marie,5.0,Aucun,Rurale,Artisanat,46.0,31300.0,26600.0,0,0.0,147000.0,9,23.43,Equipement,Caution solidaire,1,1,0,58.5,9,11.9,AG-009,5,Recouvrement,1
CLI-004424,2022-07-04,45,F,Marie,3.0,Secondaire,Semi-urbaine,Commerce,28.0,,41200.0,0,0.0,62000.0,12,15.67,Intrants agricoles,Aucune,0,0,0,46.0,4,8.2,AG-012,0,Solde,0
CLI-001815,2024-02-17,31,F,Marie,2.0,Superieur,Semi-urbaine,Commerce,79.0,160300.0,80900.0,0,0.0,455000.0,9,23.98,Fonds de roulement,Aucune,0,2,1,59.3,3,12.6,AG-002,0,Solde,0
CLI-001181,2023-03-15,18,M,Marie,2.0,Aucun,Rurale,Artisanat,39.0,44000.0,25500.0,0,0.0,123000.0,12,20.73,Fonds de roulement,Caution solidaire,0,2,1,42.1,4,18.7,AG-026,0,Solde,0
CLI-002628,2024-10-15,58,F,Marie,2.0,Aucun,Rurale,Transport,70.0,31800.0,8500.0,0,0.0,141000.0,12,17.5,Fonds de roulement,Caution solidaire,1,1,0,57.4,3,8.0,AG-021,0,Solde,0
CLI-001402,2023-12-12,47,M,Marie,4.0,Secondaire,Urbaine,Transport,37.0,113300.0,56500.0,1,29700.0,339000.0,12,21.9,Scolarite,Aucune,1,1,0,63.4,16,11.6,AG-018,0,Solde,0
CLI-008432,2023-11-24,68,M,Marie,2.0,Primaire,Urbaine,Artisanat,85.0,58000.0,32900.0,1,35600.0,142000.0,12,22.55,Habitat,Caution solidaire,1,5,4,53.6,17,3.9,AG-019,1,En cours,0
CLI-001579,2024-06-02,32,M,Divorce,1.0,Primaire,Semi-urbaine,Fonction publique,136.0,100200.0,16200.0,0,0.0,646000.0,3,18.98,Equipement,Aucune,0,3,0,,6,8.0,AG-008,0,Solde,0
CLI-002906,2023-06-16,34,F,Celibataire,2.0,Secondaire,SEMI-URBAINE,Agriculture,51.0,53700.0,32900.0,0,0.0,95000.0,12,19.63,Sante,Caution solidaire,1,5,0,54.6,7,1.3,AG-013,0,Solde,0
CLI-003582,2022-01-30,32,M,Divorce,1.0,Secondaire,Urbaine,Agriculture,67.0,106300.0,74300.0,0,0.0,474000.0,24,14.84,Fonds de roulement,Caution solidaire,1,3,0,,23,5.3,AG-024,6,Contentieux,1
CLI-007146,2021-02-11,34,F,Celibataire,3.0,Primaire,Urbaine,Transport,9.0,68500.0,45900.0,1,6900.0,421000.0,6,24.19,Autre,Caution solidaire,1,0,0,78.6,13,2.6,AG-024,4,Recouvrement,1
CLI-000952,2023-01-16,53,M,Celibataire,0.0,Primaire,Urbaine,Commerce,62.0,73200.0,33400.0,0,0.0,483000.0,12,11.49,Fonds de roulement,Aucune,0,1,1,55.5,21,4.5,AG-024,0,En cours,0
CLI-002036,2023-01-10,49,F,Marie,4.0,Superieur,Semi-urbaine,Commerce,34.0,72600.0,52300.0,0,0.0,569000.0,18,12.06,Equipement,Caution solidaire,1,0,0,62.7,7,1.2,AG-022,0,Solde,0
CLI-007879,2023-11-23,38,F,Veuf,2.0,Secondaire,Semi-urbaine,Services,6.0,73600.0,39000.0,0,0.0,1002000.0,12,18.75,Sante,Hypotheque,0,0,0,26.7,6,11.3,AG-026,6,Contentieux,1
CLI-006466,2021-07-10,18,F,Marie,3.0,Aucun,Rurale,Services,33.0,110900.0,39000.0,0,0.0,881000.0,9,27.39,Fonds de roulement,Caution solidaire,1,2,0,54.3,10,1.8,AG-013,4,Recouvrement,1
CLI-000788,2024-09-09,29,M,Marie,3.0,Secondaire,Urbaine,Services,22.0,46000.0,29400.0,1,63600.0,251000.0,12,20.12,Fonds de roulement,Caution solidaire,1,0,0,26.0,19,14.8,AG-026,0,En cours,0
CLI-004951,2021-04-17,51,F,Marie,1.0,Primaire,Semi-urbaine,Commerce,104.0,122800.0,41400.0,1,34700.0,762000.0,9,21.81,Intrants agricoles,Hypotheque,1,2,0,42.9,5,9.9,AG-003,0,Solde,0
CLI-008269,2022-05-30,24,F,Marie,4.0,Secondaire,Semi-urbaine,Commerce,27.0,99800.0,72800.0,1,,600000.0,6,15.04,Fonds de roulement,Caution solidaire,1,2,0,45.4,6,9.3,AG-015,8,Recouvrement,1
CLI-004650,2022-11-27,38,M,Veuf,3.0,Superieur,Urbaine,Commerce,53.0,93100.0,45000.0,1,13200.0,398000.0,18,18.05,Fonds de roulement,Aucune,0,3,1,,13,3.2,AG-006,0,Solde,0
CLI-003500,2025-02-18,61,F,Marie,3.0,Primaire,Semi-urbaine,Commerce,57.0,81900.0,33100.0,0,0.0,333000.0,12,24.67,Scolarite,Caution solidaire,0,0,0,50.7,5,5.1,AG-020,0,Solde,0
CLI-004819,2023-06-17,49,M,Marie,6.0,Primaire,Semi-urbaine,Services,147.0,127800.0,92200.0,0,0.0,481000.0,18,24.17,Intrants agricoles,Materiel,1,2,0,63.8,9,8.3,AG-014,1,En cours,0
CLI-005929,2024-04-20,44,M,Marie,6.0,Primaire,Rurale,Agriculture,95.0,28900.0,27200.0,0,0.0,144000.0,12,27.1,Scolarite,Caution solidaire,1,1,0,48.0,9,51.3,AG-007,6,Contentieux,1
CLI-007026,2024-06-23,64,F,Marie,5.0,Superieur,Urbaine,Agriculture,,53800.0,29100.0,1,19700.0,301000.0,12,21.58,Fonds de roulement,Caution solidaire,1,2,1,52.9,23,9.4,AG-008,5,Contentieux,1
CLI-005127,2022-06-17,47,M,Marie,2.0,Primaire,Semi-urbaine,Agriculture,63.0,86300.0,26200.0,1,58200.0,319000.0,18,19.98,Fonds de roulement,Aucune,0,1,0,60.3,5,4.2,AG-026,0,Solde,0
CLI-001319,2023-06-03,28,F,MARIE(E),3.0,Primaire,Rurale,Commerce,17.0,46700.0,22200.0,0,0.0,353000.0,18,22.74,Habitat,Caution solidaire,0,3,0,54.6,4,4.2,AG-012,0,Solde,0
CLI-003155,2021-07-13,46,F,Marie,2.0,Aucun,URBAINE,Commerce,53.0,106100.0,38000.0,1,,278000.0,12,19.51,Scolarite,Caution solidaire,1,1,0,,19,8.3,AG-005,0,Solde,0
CLI-000190,2022-04-24,34,F,Divorce,1.0,Primaire,Urbaine,  Artisanat,59.0,88700.0,47400.0,0,0.0,754000.0,12,14.74,Equipement,Aucune,0,3,0,50.6,23,2.1,AG-006,3,Restructure,1
CLI-002284,2021-08-16,32,F,Marie,3.0,Superieur,Urbaine,Services,38.0,270800.0,205800.0,1,97200.0,734000.0,12,21.18,Autre,Materiel,0,2,1,,28,2.8,AG-017,0,Solde,0
CLI-004141,2022-04-23,48,M,Marie,3.0,Secondaire,Rurale,Artisanat,6.0,58700.0,22000.0,0,0.0,123000.0,18,21.9,Fonds de roulement,Aucune,1,2,1,21.5,8,10.4,AG-024,1,Solde,0
CLI-003613,2025-02-08,27,M,Marie,1.0,Primaire,Urbaine,Services,,121400.0,43600.0,1,15900.0,1331000.0,9,21.39,Scolarite,Materiel,1,3,0,69.5,14,2.1,AG-001,0,Solde,0
CLI-001287,2021-05-04,36,F,Celibataire,1.0,Superieur,Urbaine,Commerce,6.0,128700.0,80400.0,1,36700.0,687000.0,6,22.61,Autre,Hypotheque,0,1,0,49.6,18,3.0,AG-001,0,Solde,0
CLI-000339,2024-05-24,41,F,Celibataire,0.0,Aucun,Semi-urbaine,Agriculture,76.0,34600.0,14900.0,1,6300.0,144000.0,36,17.08,Intrants agricoles,Aucune,0,3,1,57.0,4,4.3,AG-007,0,En cours,0
CLI-007135,2023-11-01,19,F,Celibataire,1.0,Primaire,Urbaine,Agriculture,49.0,56700.0,23200.0,1,15100.0,83000.0,9,23.37,Scolarite,Caution solidaire,1,6,2,69.7,16,0.6,AG-017,0,Solde,0
CLI-001429,2021-10-31,30,F,Marie,2.0,,Semi-urbaine,Commerce,21.0,34500.0,14000.0,0,0.0,25000.0,12,20.46,Scolarite,Caution solidaire,1,1,0,57.4,4,4.6,AG-014,0,En cours,0
CLI-001526,2023-05-12,43,F,Marie,3.0,Secondaire,Urbaine,Artisanat,16.0,25700.0,9700.0,0,0.0,84000.0,9,16.1,Autre,Aucune,0,1,0,67.7,14,5.0,AG-001,0,Solde,0
CLI-006205,2022-08-20,39,M,Celibataire,2.0,Secondaire,Urbaine,Artisanat,4.0,118700.0,45100.0,1,12600.0,1034000.0,9,28.41,Scolarite,Caution solidaire,1,2,0,61.2,30,3.4,AG-017,0,Solde,0
CLI-000316,2021-01-11,19,M,Celibataire,0.0,Superieur,Rurale,Transport,73.0,129200.0,50100.0,1,14300.0,869000.0,6,23.27,Scolarite,Caution solidaire,0,1,0,,12,43.4,AG-016,2,Solde,0
CLI-009150,2024-09-27,18,F,Marie,1.0,Secondaire,Semi-urbaine,Artisanat,46.0,58800.0,11200.0,0,0.0,193000.0,9,25.7,Sante,Caution solidaire,1,3,0,40.4,3,9999.0,AG-006,0,En cours,0
CLI-007470,2024-05-31,52,F,Marie,1.0,Secondaire,Semi-urbaine,Commerce,26.0,82200.0,36200.0,1,12700.0,204000.0,9,21.93,Equipement,Caution solidaire,0,2,0,66.8,6,4.2,AG-011,1,Solde,0
CLI-001443,2021-01-15,45,F,Celibataire,2.0,,Semi-urbaine,Artisanat,111.0,93900.0,52800.0,0,0.0,404000.0,36,16.12,Habitat,Aucune,1,2,2,50.7,3,1.4,AG-011,1,Solde,0
CLI-007211,2024-01-18,21,F,Marie,8.0,Superieur,Urbaine,Commerce,78.0,207700.0,136400.0,0,0.0,1727000.0,12,19.34,Intrants agricoles,Caution solidaire,1,4,2,,21,1.5,AG-025,5,Contentieux,1
CLI-002705,2023-01-25,46,F,Marie,1.0,Aucun,Rurale,Transport,21.0,51400.0,31900.0,0,0.0,295000.0,12,24.7,Autre,Caution solidaire,1,1,0,67.9,7,37.2,AG-004,0,Solde,0
CLI-007698,2023-11-13,50,F,Marie,2.0,Secondaire,Urbaine,Services,66.0,90100.0,65200.0,0,0.0,367000.0,12,22.4,Autre,Caution solidaire,1,0,0,61.6,21,2.8,AG-001,2,Solde,0
CLI-008731,2023-03-10,60,F,Celibataire,0.0,Primaire,Urbaine,Fonction publique,40.0,226400.0,70600.0,0,0.0,294000.0,12,22.2,Intrants agricoles,Aucune,0,2,0,55.1,22,9.9,AG-003,1,Solde,0
CLI-003609,2021-05-19,34,F,Marie,3.0,Secondaire,Semi-urbaine,Commerce,14.0,104300.0,54000.0,0,0.0,352000.0,36,25.32,Fonds de roulement,Aucune,1,3,1,83.6,10,4.0,AG-016,0,Solde,0
